id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date,quality,location_precision
qld_gov_service_counters_0025,Cunnamulla QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Cunnamulla Magistrates Court, 5 Stockyard Street",Cunnamulla,QLD,4490,-28.069178,145.682094,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0026,Dirranbandi QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Dirranbandi Rural Transaction Centre, 35 - 37 Railway Street",Dirranbandi,QLD,4486,-28.585558,148.226806,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0027,Eidsvold QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,48 Moreton St,Eidsvold,QLD,4627,-25.3711,151.12242,+61 4 9361 1180,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,complete,address
qld_gov_service_counters_0028,Gatton QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,7 William Street,Gatton,QLD,4343,-27.556708,152.279134,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0029,Gayndah QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Gayndah Magistrates Court, 20 Capper Street",Gayndah,QLD,4625,-25.625276,151.609063,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0030,Georgetown QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,12 High Street,Georgetown,QLD,4871,-18.291532,143.547598,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0031,Goombungee QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,89 Mocatta Street,Goombungee,QLD,4354,-27.3039,151.851899,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0032,Herberton QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,57A Grace Street,Herberton,QLD,4887,-17.383815,145.38684,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0033,Hughenden QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,65 Brodie Street,Hughenden,QLD,4821,-20.842198,144.200179,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0034,Inglewood QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,25 Albert Street,Inglewood,QLD,4387,-28.414003,151.083564,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0035,Ingham QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Ingham Magistrates Court, 35 Palm Terrace",Ingham,QLD,4850,-18.651112,146.154617,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0036,Injune QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,Hutton Street,Injune,QLD,4454,-25.845031,148.564292,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0037,Isisford QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Police Station, St Mary Street",Isisford,QLD,4731,-24.260219,144.438698,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0038,Jandowae QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,Corner of George and High Streets,Jandowae,QLD,4410,-26.78116,151.110075,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0039,Julia Creek QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Julia Creek Magistrates Court, 14 Burke Street",Julia Creek,QLD,4823,-20.65712,141.74839,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0040,Jundah QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Police Station, Dickson Street",Jundah,QLD,4736,-24.831455,143.058856,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0041,Kilkivan QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,26 Bligh Street,Kilkivan,QLD,4600,-26.085338,152.241388,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0042,Laidley QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,9 Spicer Street,Laidley,QLD,4341,-27.629922,152.395304,1300 005 872,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,complete,address
qld_gov_service_counters_0043,Landsborough QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,12 Caloundra Street,Landsborough,QLD,4550,-26.8099298,152.9660608,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0044,Lowood QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,1 Michel Street,Lowood,QLD,4311,-27.463471,152.580387,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0045,Malanda QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Malanda Police Station, 29 James Street",Malanda,QLD,4885,-17.35272236,145.595679,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0046,Maleny QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Police Station, 10-14 Macadamia Drive",Maleny,QLD,4552,-26.758609,152.849285,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0047,Maroochydore QGSC,Integrated government counter that provides transactional and information/referral services on behalf of a range of state government agencies.,information,"Mike Ahern Centre, Ground floor, 12 First Avenue",Maroochydore,QLD,4558,-26.65509,153.09291,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0048,Mary Valley QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,45 Main Street,Kandanga,QLD,4570,-26.38692,152.676474,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0049,Middlemount QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Middlemount Shopping Centre, James Randall Court",Middlemount,QLD,4746,-22.809045,148.698902,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0050,Miles QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Police Station, 32 Constance Street",Miles,QLD,4415,-26.657153,150.185786,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0051,Mirani QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,20 Victoria Street,Mirani,QLD,4754,-21.15876,148.863494,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0052,Mitchell QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Mitchell Magistrates Court, Corner of Mary and Dublin Streets",Mitchell,QLD,4465,-26.488493,147.978231,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0053,Monto QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,53 Newton Street,Monto,QLD,4630,-24.864663,151.124656,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0054,Moranbah QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Moranbah Magistrates Court, 21 Griffin Street",Moranbah,QLD,4744,-21.998992,148.045319,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0055,Mossman QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Mossman Magistrates Court, 25-27 Front Street",Mossman,QLD,4873,-16.46042,145.373603,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0056,Mount Morgan QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,32 Hall Street,Mt Morgan,QLD,4714,-23.648318,150.388611,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0057,Moura QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,Marshall and Shirley Streets,Moura,QLD,4718,-24.570353,149.973206,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0058,Mt Garnet QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Police Station, Garnet Street",Mount Garnet,QLD,4872,-17.67661,145.1143,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0059,Mundubbera QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,69 Stuart-Russell Street,Mundubbera,QLD,4626,-25.59093,151.299568,+61 7 4165 4690,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,complete,address
qld_gov_service_counters_0060,Murgon QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Murgon Magistrates Court, 48 Stephens Street West",Murgon,QLD,4605,-26.240038,151.940991,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0061,Nanango QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Nanango Magistrates Court, 30 Henry Street",Nanango,QLD,4615,-26.670634,152.002425,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0062,Normanton QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Normanton Magistrates Court, 24 Haig Street",Normanton,QLD,4890,-17.668241,141.079622,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0063,Oakey QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,73 Campbell Street,Oakey,QLD,4401,-27.4344096,151.7184996,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0064,Pittsworth QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Pittsworth Magistrates Court, 77 Yandilla Street",Pittsworth,QLD,4356,-27.715161,151.633825,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0065,Quilpie QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,"Courthouse, Buln Buln Street",Quilpie,QLD,4480,-26.613066,144.26881,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
qld_gov_service_counters_0066,Ravenshoe QGAP,Integrated government counter that provides transactional and information/referral services on behalf of a range of state and federal government departments and some commercial insurance agencies.,information,27 - 29 Grigg Street,Ravenshoe,QLD,4888,-17.604665,145.481041,,,,,,Free,qld_gov_service_counters,Government Service Counter Locations,QLD Customer Services,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/government-service-counter-locations,2026-04-19,partial,address
