id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date,quality
qld_housing_centres_0010,Maryborough Housing Service Centre,,housing,", 271 Albert Street",Maryborough,QLD,4650,-25.54212,152.69822,,maryboroughhsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0011,Toowoomba and South West Housing Service Centre,,housing,"Ground floor, 10 Russell Street (entrance via Bell Street Mall)",Toowoomba,QLD,4350,-27.559701,151.95484,,toowoombahsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0012,Ipswich Housing Service Centre,,housing,"Level 1, ICON Tower, 117 Brisbane Street",Ipswich,QLD,4305,-27.613898,152.759686,,ipswichhsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0013,Fortitude Valley Housing Service Centre,,housing,"Level 7, Green Square North Tower, 515 St Pauls Terrace",Fortitude Valley,QLD,4006,-27.4533202,153.03482,,hhscsfortitudevalley@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0014,Chermside Housing Service Centre,,housing,", Ground Floor - Building 2, 14 Banfield Street",Chermside,QLD,4032,-27.38104,153.030044,,chermsidehsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0015,Buranda Housing Service Centre,,housing,", Level 1, 221 Logan Road",Woolloongabba,QLD,4102,-27.49564998,153.0410938,,burandahsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0016,Inala Housing Service Centre,,housing,", Level 1, 14 Wirraway Parade",Inala,QLD,4077,-27.601393,152.974654,,inalahsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0017,Bayside Housing Service Centre,,housing,", Shop 3, 8-12 Dollery Road",Capalaba,QLD,4157,-27.52151,153.191483,,baysidehsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0018,Gold Coast Housing Service Centre,,housing,"Shop 80 Bazaar Street, Robina Town Centre",Robina,QLD,4230,-28.0782948,153.3873695,,goldcoasthsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0019,Logan Housing Service Centre,,housing,"Level 1, 6 Ewing Road",Logan Central,QLD,4114,-27.63927462,153.107363,,loganhsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0020,Moreton Bay Housing Service Centre,,housing,"Level 2, 15 Rowe Street",Caboolture,QLD,4510,-27.079533,152.955773,,moretonbayhsc@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0021,"Aurukun Tenancy Services, First Nations Housing and Homelessness",,housing,"Sam Kerindun Building Precinct, CLI 502 Kang Kang Road",Aurukun,QLD,4871,-13.355217,141.728481,,FNHHAurukunHub@housing.qld.gov.au,,- Please contact 07 4036 5555 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0022,"Coen Tenancy Services, First Nations Housing and Homelessness",,housing,"CRAC Building Coen, 29 Taylor Street",Coen,QLD,4892,-13.9449973,143.1988989,,FNHHCooktownHub@housing.qld.gov.au,,- Please contact 07 4036 5555 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0023,"Kowanyama Tenancy Services, First Nations Housing and Homelessness",,housing,"Old Guest House Building, 65 Chapman Road",Kowanyama,QLD,4892,-15.470366,141.746778,,FNHHKowanyamaHub@housing.qld.gov.au,,- Please contact 07 4036 5555 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0024,"Lockhart River Tenancy Services, First Nations Housing and Homelessness",,housing,"Freddie Clarence Moses Retail Complex, Office 5, 12 Ilway Street",Lockhart River,QLD,4892,-12.783245,143.342823,,FNHHLockhartRiverHub@housing.qld.gov.au,,- Please contact 07 4036 5555 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0025,"Pormpuraaw Tenancy Services, First Nations Housing and Homelessness",,housing,"Boomerang Centre, Shop 1, 19 Pormpuraaw Street",Pormpuraaw,QLD,4871,-14.898494,141.61959,,FNHHPormpuraawHub@housing.qld.gov.au,,- Please contact 07 4036 5555 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0026,"Cooktown Hub Tenancy Services, First Nations Housing and Homelessness",,housing,", 12 Walker Street",Cooktown,QLD,4895,-15.469792,145.249523,,FNHHCooktownHub@housing.qld.gov.au,,- Please contact 07 4036 5555 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0027,First Nations Housing and Homelessness - Queensland Government Service Centre,,housing,"William McCormack Place, Ground floor, 5B Sheridan Street",Cairns,QLD,4870,-16.9273625,145.7764267,,FNHHIntakeandAssessment@housing.qld.gov.au,,- Monday: 8:30am–4:30pm - Tuesday: 8:30am–4:30pm - Wednesday: 9:30am–4:30pm (phone services available from 8:30am) - Thursday: 8:30am–4:30pm - Friday: 8:30am–4:30pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0028,"Hope Vale Tenancy Services, First Nations Housing and Homelessness",,housing,"Hope Vale Council Office Complex, 1 Muni Street",Hope Vale,QLD,4895,-15.293302,145.109762,,FNHHCooktownHub@housing.qld.gov.au,,- Please contact 07 4060 9231 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0029,"Wujal Wujal Tenancy Services, First Nations Housing and Homelessness",,housing,", 1 Hartwig Street",Wujal Wujal,QLD,4895,-15.944974,145.318876,,FNHHCooktownHub@housing.qld.gov.au,,- Please contact 07 4082 2300 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0030,"Napranum Tenancy Services, First Nations Housing and Homelessness",,housing,", 320 Wa Tyne Street",Napranum,QLD,4874,-12.685649,141.88732,,FNHHWeipaHub@housing.qld.gov.au,,- Please contact 07 4036 5555 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0031,"Mapoon Tenancy Services, First Nations Housing and Homelessness",,housing,"Land and Sea Office, 1 Red Beach Road",Mapoon,QLD,4874,-12.020565,141.903914,,FNHHWeipaHub@housing.qld.gov.au,,- Please contact 07 4036 5555 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0032,"Northern Peninsula Area Hub Tenancy Services (Bamaga, Seisia, Injinoo, Umagico, New Mapoon), First Nations Housing and Homelessness",,housing,", 203 Mugai Street",Seisia,QLD,4876,-10.852199,142.36653,,FNHHNPAHub@housing.qld.gov.au,,- Please contact 07 4036 5555 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0033,Collinsville Queensland Government Agent Program,,housing,", 62 Sonoma Street",Collinsville,QLD,4804,-20.5495643,147.8423962,+61 7 4785 5567,HHSQGAPCollinsville@housing.qld.gov.au,,- Monday: 9:00am–12:30pm and 2:00pm–5:00pm - Tuesday: 9:00am–12:30pm and 2:00pm–5:00pm - Wednesday: 9:00am–12:30pm and 2:00pm–5:00pm - Thursday: 9:00am–12:30pm and 2:00pm–5:00pm - Friday: 9:00am–12:30pm and 2:00pm–5:00pm,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0034,Herberton Queensland Government Agent Program,,housing,", 57A Grace Street",Herberton,QLD,4887,-17.3844807,145.3865285,,HHS-QGAP-Ravenshoe@housing.qld.gov.au,,- Thursday only: 9:00am–3:30pm (closed 1:00pm–1:30pm) - Please contact 07 4097 6660 or 0436 914 182 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0035,Mount Garnet Queensland Government Agent Program,,housing,"Police Station, Cnr Garnet and Agate Streets",Mount Garnet,QLD,4872,-17.6791872,145.1204527,,HHS-QGAP-Ravenshoe@housing.qld.gov.au,,- Monday: 10:00am–3:30pm (closed 1:00pm–1:30pm) - Friday: 10:00am–3:30pm (closed 1:00pm–1:30pm) - Please contact 07 4097 6660 or 0436 914 182 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0036,Mornington Island Housing Office,,housing,"Rural Transaction Centre Gununa, Shop 1 & 2, 306 Lardil Street",Mornington Island,QLD,4871,-16.66618676,139.1819336,,HHSMtIsaRemoteComm@housing.qld.gov.au,,- Please contact 07 4745 7471 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0037,Doomadgee Housing Office,,housing,"Council Admin Building, 275 Sharpe Street",Doomadgee,QLD,4830,-17.941923,138.826065,,HHSMtIsaRemoteComm@housing.qld.gov.au,,- Please contact 07 4745 8342 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0038,Ravenshoe Queensland Government Agent Program,,housing,", 27 - 29 Grigg Street",Ravenshoe,QLD,4888,-17.6048292,145.4814804,,HHS-QGAP-Ravenshoe@housing.qld.gov.au,,- Monday: 9:00am–4:00pm (closed 1:00am–1:30pm) - Tuesday: 9:00am–4:00pm (closed 1:00am–1:30pm) - Wednesday: 9:00am–4:00pm (closed 1:00am–1:30pm) - Thursday: 9:00am–4:00pm (closed 1:00am–1:30pm) - Friday: 9:00am–4:00pm (closed 1:00am–1:30pm) - Please contact 07 4097 6660 or 0436 914 182 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0039,Woorabinda Hub Tenancy Services,,housing,", 201 Carbine Street",Woorabinda,QLD,4713,-24.134225,149.456909,,hhs-woorabinda-indigenous-community@housing.qld.gov.au,,- Monday: Closed - Tuesday: 8:30am–4:30pm - Wednesday: 8:30am–4:30pm - Thursday: 8:30am–4:30pm - Friday: 8:30am–11:00am,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0040,Palm Island Housing,,housing,", Lot 72 Main Street",Palm Island,QLD,4816,-18.734323,146.57843,,HHS-Palm-Island@housing.qld.gov.au,,"- Monday to Friday 8:30am–4:30pm (Please note, the office is closed between 12:30pm–1:15pm on these days)",,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
qld_housing_centres_0041,Malanda Queensland Government Agent Program,,housing,"Police Station, 29 James Street",Malanda,QLD,4885,-17.352797,145.594955,,HHS-QGAP-Ravenshoe@housing.qld.gov.au,,- Wednesday only: 9:00am–3:30pm (closed 1:00pm–1:30pm) - Please contact 07 4097 6660 or 0436 914 182 to make an appointment.,,Free,qld_housing_centres,Contact a Housing Service Centre,QLD Housing and Public Works,QLD,CC-BY-4.0,https://www.data.qld.gov.au/dataset/contact-a-housing-service-centre,2026-04-19,complete
