id,name,description,category,address,suburb,state,postcode,latitude,longitude,phone,email,website,hours,eligibility,cost,source_id,source_name,source_organisation,source_jurisdiction,source_license,source_url,source_date,quality,location_precision
vic_casey_food_relief_0014,Find A Penny - Hampton Park,"Fresh produce, meat, non-perishables, groceries",food,"47 Cairns Road, Hampton Park",Hampton Park,VIC,3976,-38.038368675830306,145.25813504530478,+61 4 2574 7866,bb@findapenny.org.au,,"Walk in on Thursdays @ 12pm-2:30pm, Tuesday walk-ins 10:00am - 12:30pm, call for other alternative arrangments",,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0015,Cranbourne Food Truck - 27 Childers Street,"Hot meal, small food parcels and non-perishables available",food,St Johns Cranbourne Anglican Church,Cranbourne,VIC,3977,-38.11206362537218,145.28678721870259,+61 4 5512 1077,thefoodtruck00@gmail.com,https://cranbourne.ucavictas.org.au/food-truck,"Monday and Wednesday – 6:30pm – 8pm, hot meal, small food parcel",,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0016,St Vincent de Paul food van - Cranbourne,Providing a hot meal Hot meals available,food,"Lyall Street, Cranbourne Bus Stop",Cranbourne,VIC,3977,-38.109696105546774,145.28426577436727,1800 305 330,soupvans@svdp-vic.org.au,https://cms.vinnies.org.au/media/02tebc2k/berwick-street-stop-9-5-2023.pdf?path=02tebc2k%2Fberwick-street-stop-9-5-2023.pdf,Tuesday : 12:45pm – 1pm; Thursday - 8:45pm – 9pm; Sunday - 8:30pm – 8:45pm,,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0017,St Vincent de Paul food van - Hampton Park,Providing a hot meal Hot meals available,food,Hampton Park Shopping Centre Car Park Somerville Road Hampton Park,Cranbourne,VIC,3976,-38.03219606298637,145.26634824789744,1800 305 330,soupvans@svdp-vic.org.au,https://cms.vinnies.org.au/media/02tebc2k/berwick-street-stop-9-5-2023.pdf?path=02tebc2k%2Fberwick-street-stop-9-5-2023.pdf,Tuesday : 12:00pm – 12:30pm; Thursday - 7:30pm – 8pm; Sunday -7:15pm – 7:45pm,,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0018,St Vincent de Paul food van - Narre Warren,Providing a hot meal Hot meals available,food,Narre Warren IGA (near bus stop) Webb Street Narre Warren,Narre Warren,VIC,3805,-38.02687620397915,145.30330083410396,1800 305 330,soupvans@svdp-vic.org.au,https://cms.vinnies.org.au/media/02tebc2k/berwick-street-stop-9-5-2023.pdf?path=02tebc2k%2Fberwick-street-stop-9-5-2023.pdf,Tuesday : 11:30am – 11:45am; Thursday - 6:30pm – 6:45pm; Sunday -5:45pm – 6pm,,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0019,Endeavour Ministries Inc - Andrews Centre,"Walk in basis, or can call for appointment Can provide food relief support through vouchers, food parcels & frozen meals Has additional crisis support for individuals",food,"2-6 Hanna Drive, Endeavour Hills",Endeavour Hills,VIC,3802,-37.975986501654894,145.2709710700568,,admin@andrewscentre.org,https://andrewscentre.org.au/,"Monday to Friday, 10-4pm",,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0020,Gethsemane Church Charity,"Fruits, vegetables, meats, hampers. Offers non-food related support",food,1/8 Smethurst Street Cranbourne,Cranbourne,VIC,3977,-38.10527578564854,145.28664140157605,+61 4 0487 5647,kerriganlabrooy@bigpond.com,https://www.gethsemane.com.au/,7 days a week,,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0021,COOK4CALD,Call to make booking. Provides hot meal.,food,"Operating out of Arthur Wren Hall, 16-20 Stuart Ave, Hampton Park",Hampton Park,VIC,3976,-38.03369670077641,145.2643301171948,+61 4 1283 1386,admin@cook4cald.org,https://www.adra.org.au/,Every Sunday,,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0022,Turning Point Food Support – Cranbourne,Must register basic details. Hamper available to pick up,food,"1785 South Gippsland Hwy, Cranbourne East",Cranbourne East,VIC,3977,-38.14015376638101,145.30736109031002,,church@turningpoint.asn.au,https://www.turningpointchurch.org.au/cranbourne,Friday: 1pm – 3pm,,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0023,St Vinnies - Doveton Conference,"Material aid, food, fresh fruit and vegetables, frozen foods and fridge items",food,"100 Power Road, Doveton",Doveton,VIC,3177,-37.99034519325318,145.2386608863937,1800 305 330,,,Monday to Friday,,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
vic_casey_food_relief_0024,Cranbourne Food Truck - Lesdon Ave,"Hot meal, small food parcels and non-perishables available",food,"Cranbourne Uniting Church, 41 Lesdon Avenue Cranbourne",Cranbourne,VIC,3977,-38.08716921620426,145.2731713198921,+61 4 5512 1077,thefoodtruck00@gmail.com,https://cranbourne.ucavictas.org.au/food-truck,Saturday Night: 6-30pm – 8pm,,Free,vic_casey_food_relief,Emergency Food Relief Groups,City of Casey,VIC,Other (Open),https://discover.data.vic.gov.au/dataset/emergency-food-relief-groups,2026-04-19,complete,address
